id,case_id,event_type,occurred_at
3425,728,opened,2025-03-28T16:47:13
3426,728,assigned,2025-03-28T20:06:31.455841
3427,728,first_response,2025-03-29T06:47:39.317003
3428,728,resolved,2025-04-03T22:09:11.894538
3429,729,opened,2025-04-16T05:26:49
3430,729,assigned,2025-04-16T07:59:11.711925
3431,729,first_response,2025-04-17T03:57:23.116151
3432,729,docs_requested,2025-04-17T05:57:23.116151
3433,729,docs_received,2025-04-30T23:10:28.021292
3434,729,resolved,2025-05-01T23:10:28.021292
3435,730,opened,2025-07-14T14:05:38
3436,730,assigned,2025-07-14T14:36:26.398303
3437,730,first_response,2025-07-15T08:57:36.744027
3438,730,resolved,2025-07-19T03:01:20.655436
3439,730,reopened,2025-07-31T22:22:27.623266
3440,731,opened,2026-01-01T15:35:41
3441,731,assigned,2026-01-01T17:38:36.705736
3442,731,first_response,2026-01-02T00:05:51.656705
3443,731,resolved,2026-01-09T16:39:20.355174
3444,732,opened,2025-03-10T07:49:44
3445,732,assigned,2025-03-10T10:58:33.206637
3446,732,first_response,2025-03-11T19:24:32.933350
3447,732,escalated,2025-03-14T04:22:29.042195
3448,732,resolved,2025-03-22T13:06:51.899188
3449,733,opened,2025-08-13T08:11:12
3450,733,assigned,2025-08-13T11:19:36.143381
3451,733,first_response,2025-08-13T22:04:36.359391
3452,733,resolved,2025-08-20T17:35:28.059934
3453,734,opened,2025-09-09T01:22:35
3454,734,assigned,2025-09-09T04:34:34.464969
3455,734,first_response,2025-09-09T16:34:34.464969
3456,734,escalated,2025-09-10T23:04:35.772567
3457,735,opened,2025-09-09T17:40:37
3458,735,assigned,2025-09-09T18:58:31.206527
3459,735,first_response,2025-09-10T01:48:12.038187
3460,735,docs_requested,2025-09-10T03:48:12.038187
3461,735,docs_received,2025-09-16T04:16:25.123924
3462,735,resolved,2025-09-17T04:16:25.123924
3463,736,opened,2025-07-11T01:02:03
3464,736,assigned,2025-07-11T04:07:00.025858
3465,736,first_response,2025-07-11T15:58:18.943531
3466,736,resolved,2025-07-18T07:15:48.017725
3467,737,opened,2025-11-14T03:44:21
3468,737,assigned,2025-11-14T07:33:01.140968
3469,737,first_response,2025-11-15T10:33:26.039365
3470,737,resolved,2025-11-21T02:46:45.242370
3471,738,opened,2025-03-31T06:58:10
3472,738,assigned,2025-03-31T09:10:20.338119
3473,738,first_response,2025-03-31T20:34:28.038408
3474,738,docs_requested,2025-03-31T22:34:28.038408
3475,738,docs_received,2025-04-13T05:28:07.177042
3476,738,resolved,2025-04-14T05:28:07.177042
3477,738,reopened,2025-04-27T07:05:55.624817
3478,739,opened,2026-02-23T22:07:12
3479,739,assigned,2026-02-23T23:26:34.920489
3480,739,first_response,2026-02-24T02:51:14.541401
3481,739,docs_requested,2026-02-24T04:51:14.541401
3482,739,docs_received,2026-03-04T13:17:40.093058
3483,739,resolved,2026-03-05T13:17:40.093058
3484,739,reopened,2026-03-10T19:17:17.795773
3485,740,opened,2025-04-12T01:22:07
3486,740,assigned,2025-04-12T03:10:31.269148
3487,740,first_response,2025-04-13T13:47:52.428582
3488,740,escalated,2025-04-15T06:47:40.861465
3489,740,resolved,2025-04-24T21:01:55.065028
3490,741,opened,2025-11-16T15:23:57
3491,741,assigned,2025-11-16T17:50:29.946424
3492,741,first_response,2025-11-16T20:39:08.933698
3493,741,docs_requested,2025-11-16T22:39:08.933698
3494,741,docs_received,2025-11-29T00:05:21.961668
3495,741,resolved,2025-11-30T00:05:21.961668
3496,742,opened,2025-10-02T03:30:54
3497,742,assigned,2025-10-02T05:59:11.555056
3498,742,first_response,2025-10-02T17:59:11.555056
3499,743,opened,2026-03-07T01:55:33
3500,743,assigned,2026-03-07T05:11:43.147898
3501,743,first_response,2026-03-08T00:36:16.246011
3502,743,resolved,2026-03-06T13:17:40.094055
3503,744,opened,2026-03-01T04:15:56
3504,744,assigned,2026-03-01T06:52:56.114910
3505,744,first_response,2026-03-01T17:35:42.930208
3506,744,escalated,2026-03-04T15:50:04.740726
3507,744,resolved,2026-03-07T13:17:40.094055
3508,744,reopened,2026-03-13T07:53:40.333082
3509,745,opened,2026-01-27T14:34:40
3510,745,assigned,2026-01-27T16:07:17.030367
3511,745,first_response,2026-01-27T23:54:49.204400
3512,745,resolved,2026-02-02T21:48:58.179013
3513,746,opened,2026-02-28T11:09:07
3514,746,assigned,2026-02-28T13:12:23.154898
3515,746,first_response,2026-03-01T16:01:54.601334
3516,746,resolved,2026-03-06T13:17:40.094055
3517,746,reopened,2026-03-17T09:29:44.337178
3518,747,opened,2025-03-22T10:14:46
3519,747,assigned,2025-03-22T13:46:59.494995
3520,747,first_response,2025-03-22T20:06:19.312024
3521,747,docs_requested,2025-03-22T22:06:19.312024
3522,747,docs_received,2025-04-02T10:29:19.831159
3523,747,resolved,2025-04-03T10:29:19.831159
3524,748,opened,2025-09-16T16:50:49
3525,748,assigned,2025-09-16T19:29:33.833925
3526,748,first_response,2025-09-17T07:29:33.833925
3527,749,opened,2026-03-07T01:21:38
3528,749,assigned,2026-03-07T03:41:25.035352
3529,749,first_response,2026-03-07T10:12:11.637296
3530,749,resolved,2026-03-07T13:17:40.094055
3531,750,opened,2026-02-11T19:22:23
3532,750,assigned,2026-02-11T21:26:34.076639
3533,750,first_response,2026-02-12T00:04:17.454387
3534,750,resolved,2026-02-16T03:36:17.762986
3535,751,opened,2025-07-02T04:45:05
3536,751,assigned,2025-07-02T06:01:04.411390
3537,751,first_response,2025-07-02T09:26:36.506691
3538,751,escalated,2025-07-04T11:40:03.488242
3539,751,resolved,2025-07-11T17:13:38.379530
3540,752,opened,2026-03-03T21:21:38
3541,752,assigned,2026-03-03T23:47:08.391625
3542,752,first_response,2026-03-04T02:27:20.520714
3543,752,resolved,2026-03-08T13:17:40.094055
3544,753,opened,2025-08-31T18:22:29
3545,753,assigned,2025-08-31T20:45:05.497786
3546,753,first_response,2025-09-02T17:13:22.372410
3547,753,escalated,2025-09-04T20:13:17.535874
3548,753,resolved,2025-09-06T09:42:46.298317
3549,754,opened,2025-11-12T08:59:57
3550,754,assigned,2025-11-12T11:04:47.787106
3551,754,first_response,2025-11-13T05:36:05.555362
3552,754,docs_requested,2025-11-13T07:36:05.555362
3553,754,docs_received,2025-11-21T22:28:22.640405
3554,754,resolved,2025-11-22T22:28:22.640405
3555,755,opened,2025-09-16T03:07:54
3556,755,assigned,2025-09-16T06:29:39.039688
3557,755,first_response,2025-09-16T18:22:50.225632
3558,755,resolved,2025-09-17T03:07:54
3559,756,opened,2026-02-16T16:02:16
3560,756,assigned,2026-02-16T19:32:56.510923
3561,756,first_response,2026-02-17T02:47:37.448593
3562,756,docs_requested,2026-02-17T04:47:37.448593
3563,756,docs_received,2026-03-04T22:55:10.495450
3564,756,resolved,2026-03-05T22:55:10.495450
3565,757,opened,2025-09-06T01:48:15
3566,757,assigned,2025-09-06T02:40:46.496031
3567,757,first_response,2025-09-06T10:49:46.980571
3568,757,resolved,2025-09-15T12:33:18.286330
3569,758,opened,2025-06-22T06:33:37
3570,758,assigned,2025-06-22T07:14:51.576795
3571,758,first_response,2025-06-22T19:14:51.576795
3572,758,docs_requested,2025-06-22T21:14:51.576795
3573,759,opened,2025-05-22T04:40:00
3574,759,assigned,2025-05-22T06:45:57.288379
3575,759,first_response,2025-05-22T13:06:07.994366
3576,759,docs_requested,2025-05-22T15:06:07.994366
3577,759,docs_received,2025-05-29T21:57:23.832321
3578,759,resolved,2025-05-30T21:57:23.832321
3579,760,opened,2025-07-14T17:44:01
3580,760,assigned,2025-07-14T20:46:13.593777
3581,760,first_response,2025-07-15T08:46:13.593777
3582,761,opened,2025-05-10T10:05:26
3583,761,assigned,2025-05-10T12:19:53.535293
3584,761,first_response,2025-05-11T01:48:56.232381
3585,761,docs_requested,2025-05-11T03:48:56.232381
3586,761,docs_received,2025-05-13T16:43:18.996198
3587,761,resolved,2025-05-14T16:43:18.996198
3588,761,reopened,2025-05-25T09:42:30.651190
3589,762,opened,2025-12-17T06:03:34
3590,762,assigned,2025-12-17T06:38:41.602230
3591,762,first_response,2025-12-17T09:21:01.063867
3592,762,docs_requested,2025-12-17T11:21:01.063867
3593,762,docs_received,2026-01-02T14:25:32.685473
3594,762,escalated,2025-12-19T18:02:27.192753
3595,762,resolved,2026-01-03T14:25:32.685473
3596,762,reopened,2026-01-07T03:40:34.216935
3597,763,opened,2025-05-19T15:02:08
3598,763,assigned,2025-05-19T16:32:18.115570
3599,763,first_response,2025-05-20T22:51:30.976848
3600,763,resolved,2025-05-27T14:44:13.566671
3601,764,opened,2025-07-17T05:38:51
3602,764,assigned,2025-07-17T08:10:41.668572
3603,764,first_response,2025-07-17T15:51:07.569505
3604,764,resolved,2025-07-24T11:35:43.405765
3605,765,opened,2025-11-25T05:24:31
3606,765,assigned,2025-11-25T06:47:41.323864
3607,765,first_response,2025-11-25T15:53:06.298148
3608,765,resolved,2025-12-04T15:03:26.388666
3609,766,opened,2025-12-27T09:55:16
3610,766,assigned,2025-12-27T10:54:33.968388
3611,766,first_response,2025-12-27T18:42:15.767086
3612,766,docs_requested,2025-12-27T20:42:15.767086
3613,766,docs_received,2026-01-08T21:52:35.363597
3614,766,resolved,2026-01-09T21:52:35.363597
3615,767,opened,2025-05-15T11:15:56
3616,767,assigned,2025-05-15T14:21:16.361926
3617,767,first_response,2025-05-16T02:21:16.361926
3618,768,opened,2026-02-19T16:34:44
3619,768,assigned,2026-02-19T19:19:57.168576
3620,768,first_response,2026-02-20T04:04:19.211977
3621,768,resolved,2026-02-28T16:06:22.817065
3622,769,opened,2025-08-12T18:58:43
3623,769,assigned,2025-08-12T20:19:30.100207
3624,769,first_response,2025-08-12T22:32:55.286536
3625,769,docs_requested,2025-08-13T00:32:55.286536
3626,769,docs_received,2025-08-23T02:34:50.519754
3627,769,escalated,2025-08-15T19:01:04.944961
3628,769,resolved,2025-08-24T02:34:50.519754
3629,770,opened,2026-01-23T11:38:17
3630,770,assigned,2026-01-23T12:22:21.475293
3631,770,first_response,2026-01-24T18:34:45.936060
3632,770,docs_requested,2026-01-24T20:34:45.936060
3633,770,docs_received,2026-02-03T03:15:27.645297
3634,770,resolved,2026-02-04T03:15:27.645297
3635,771,opened,2025-07-13T16:01:56
3636,771,assigned,2025-07-13T18:45:19.766971
3637,771,first_response,2025-07-14T11:52:12.311278
3638,771,resolved,2025-07-19T19:48:04.645266
3639,772,opened,2025-08-10T23:34:15
3640,772,assigned,2025-08-11T01:47:12.886641
3641,772,first_response,2025-08-11T05:21:28.766201
3642,772,resolved,2025-08-14T17:16:50.877722
3643,773,opened,2025-11-23T05:27:04
3644,773,assigned,2025-11-23T06:47:45.370860
3645,773,first_response,2025-11-23T09:10:41.529500
3646,773,docs_requested,2025-11-23T11:10:41.529500
3647,773,docs_received,2025-12-08T21:49:52.439828
3648,773,escalated,2025-11-26T00:05:28.943944
3649,773,resolved,2025-12-09T21:49:52.439828
3650,774,opened,2025-04-14T08:35:17
3651,774,assigned,2025-04-14T10:50:43.114903
3652,774,first_response,2025-04-14T21:38:04.974165
3653,774,docs_requested,2025-04-14T23:38:04.974165
3654,774,docs_received,2025-04-22T20:14:54.825080
3655,774,resolved,2025-04-23T20:14:54.825080
3656,775,opened,2025-05-19T01:49:12
3657,775,assigned,2025-05-19T03:20:48.707394
3658,775,first_response,2025-05-20T07:25:22.202213
3659,775,docs_requested,2025-05-20T09:25:22.202213
3660,775,docs_received,2025-05-30T01:40:08.273368
3661,775,resolved,2025-05-31T01:40:08.273368
3662,776,opened,2025-07-11T23:43:14
3663,776,assigned,2025-07-12T00:22:26.820915
3664,776,first_response,2025-07-12T08:32:25.808101
3665,776,resolved,2025-07-21T08:45:20.709523
3666,777,opened,2025-06-12T15:30:03
3667,777,assigned,2025-06-12T16:27:46.187481
3668,777,first_response,2025-06-12T20:34:41.248047
3669,777,resolved,2025-06-26T01:21:58.509396
3670,778,opened,2025-06-17T14:13:45
3671,778,assigned,2025-06-17T16:15:22.268176
3672,778,first_response,2025-06-18T08:46:42.190054
3673,778,resolved,2025-06-28T23:47:50.395744
3674,779,opened,2025-08-28T19:24:40
3675,779,assigned,2025-08-28T20:28:41.141059
3676,779,first_response,2025-08-29T08:28:41.141059
3677,780,opened,2025-12-26T01:03:20
3678,780,assigned,2025-12-26T01:41:40.922618
3679,780,first_response,2025-12-26T09:45:19.612115
3680,780,docs_requested,2025-12-26T11:45:19.612115
3681,780,docs_received,2026-01-07T02:36:18.618392
3682,780,resolved,2026-01-08T02:36:18.618392
3683,780,reopened,2026-01-14T18:45:00.424362
3684,781,opened,2025-06-20T00:06:06
3685,781,assigned,2025-06-20T03:40:58.846526
3686,781,first_response,2025-06-20T22:41:52.295105
3687,781,docs_requested,2025-06-21T00:41:52.295105
3688,781,docs_received,2025-07-04T18:29:51.560644
3689,781,escalated,2025-06-23T22:10:12.768507
3690,781,resolved,2025-07-05T18:29:51.560644
3691,781,reopened,2025-07-12T08:07:37.204298
3692,782,opened,2025-07-14T07:51:53
3693,782,assigned,2025-07-14T08:52:34.016175
3694,782,first_response,2025-07-15T02:22:11.967201
3695,782,docs_requested,2025-07-15T04:22:11.967201
3696,782,docs_received,2025-07-26T12:46:03.788849
3697,782,escalated,2025-07-17T16:01:30.185182
3698,782,resolved,2025-07-27T12:46:03.788849
3699,783,opened,2025-07-03T13:52:25
3700,783,assigned,2025-07-03T15:47:45.532454
3701,783,first_response,2025-07-04T07:41:48.531544
3702,783,docs_requested,2025-07-04T09:41:48.531544
3703,783,docs_received,2025-07-10T06:07:03.224595
3704,783,resolved,2025-07-11T06:07:03.224595
3705,784,opened,2025-10-16T19:08:18
3706,784,assigned,2025-10-16T21:53:58.116098
3707,784,first_response,2025-10-17T09:40:30.367899
3708,784,escalated,2025-10-20T03:31:31.147901
3709,784,resolved,2025-10-28T15:07:28.329138
3710,785,opened,2025-11-17T04:18:18
3711,785,assigned,2025-11-17T05:47:16.501832
3712,785,first_response,2025-11-17T12:06:46.137094
3713,785,escalated,2025-11-18T21:03:46.174441
3714,785,resolved,2025-11-25T02:05:52.510452
3715,786,opened,2025-06-08T02:02:02
3716,786,assigned,2025-06-08T05:56:49.855799
3717,786,first_response,2025-06-08T13:37:06.677155
3718,786,resolved,2025-06-13T06:36:55.841933
3719,787,opened,2025-09-05T01:19:48
3720,787,assigned,2025-09-05T02:29:57.958865
3721,787,first_response,2025-09-05T10:31:22.868981
3722,787,resolved,2025-09-08T17:03:29.348918
3723,788,opened,2025-07-05T11:10:36
3724,788,assigned,2025-07-05T14:04:39.343711
3725,788,first_response,2025-07-05T21:59:45.853959
3726,788,docs_requested,2025-07-05T23:59:45.853959
3727,788,docs_received,2025-07-13T11:09:22.211311
3728,788,resolved,2025-07-14T11:09:22.211311
3729,789,opened,2025-05-09T08:12:11
3730,789,assigned,2025-05-09T11:28:04.307327
3731,789,first_response,2025-05-11T05:53:34.061997
3732,789,docs_requested,2025-05-11T07:53:34.061997
3733,789,docs_received,2025-05-17T01:11:27.973156
3734,789,resolved,2025-05-18T01:11:27.973156
3735,790,opened,2026-03-01T19:30:21
3736,790,assigned,2026-03-01T20:53:22.949748
3737,790,first_response,2026-03-02T09:36:27.644172
3738,790,escalated,2026-03-04T04:53:50.673743
3739,790,resolved,2026-03-05T13:17:40.097055
3740,791,opened,2026-01-01T06:58:23
3741,791,assigned,2026-01-01T07:39:05.512305
3742,791,first_response,2026-01-02T06:07:22.710332
3743,791,resolved,2026-01-02T20:20:17.447843
3744,792,opened,2025-07-07T02:03:32
3745,792,assigned,2025-07-07T03:31:46.685876
3746,792,first_response,2025-07-07T20:10:06.747303
3747,792,docs_requested,2025-07-07T22:10:06.747303
3748,792,docs_received,2025-07-10T05:53:19.257268
3749,792,resolved,2025-07-11T05:53:19.257268
3750,793,opened,2025-04-22T21:55:42
3751,793,assigned,2025-04-23T01:50:50.136893
3752,793,first_response,2025-04-25T07:06:02.923800
3753,793,resolved,2025-04-29T09:00:58.908309
3754,794,opened,2025-06-30T21:29:03
3755,794,assigned,2025-07-01T00:01:42.912097
3756,794,first_response,2025-07-01T15:25:38.616981
3757,794,resolved,2025-07-11T23:19:44.560607
3758,795,opened,2025-06-01T09:57:39
3759,795,assigned,2025-06-01T11:19:21.031212
3760,795,first_response,2025-06-01T13:30:25.384354
3761,795,resolved,2025-06-11T09:55:02.757029
3762,795,reopened,2025-06-20T10:09:15.959852
3763,796,opened,2025-04-29T04:29:08
3764,796,assigned,2025-04-29T06:32:49.681591
3765,796,first_response,2025-04-29T16:01:57.036595
3766,796,docs_requested,2025-04-29T18:01:57.036595
3767,796,docs_received,2025-05-09T10:56:37.122138
3768,796,escalated,2025-05-01T04:21:56.809605
3769,796,resolved,2025-05-10T10:56:37.122138
3770,797,opened,2025-10-29T13:25:50
3771,797,assigned,2025-10-29T15:39:03.149819
3772,797,first_response,2025-10-30T08:11:01.285698
3773,797,resolved,2025-11-06T21:47:43.777333
3774,798,opened,2025-07-31T09:58:13
3775,798,assigned,2025-07-31T11:11:42.849473
3776,798,first_response,2025-08-01T22:29:53.881297
3777,798,docs_requested,2025-08-02T00:29:53.881297
3778,798,docs_received,2025-08-13T10:52:37.507961
3779,798,resolved,2025-08-14T10:52:37.507961
3780,799,opened,2025-10-07T14:46:15
3781,799,assigned,2025-10-07T17:16:17.872061
3782,799,first_response,2025-10-09T10:54:42.413677
3783,799,resolved,2025-10-12T19:28:17.364731
3784,800,opened,2026-02-25T19:25:05
3785,800,assigned,2026-02-25T20:30:28.624873
3786,800,first_response,2026-02-26T04:19:58.982711
3787,800,docs_requested,2026-02-26T06:19:58.982711
3788,800,docs_received,2026-03-06T11:36:59.372767
3789,800,resolved,2026-03-07T11:36:59.372767
3790,801,opened,2025-12-27T10:33:10
3791,801,assigned,2025-12-27T13:29:10.941213
3792,801,first_response,2025-12-28T03:09:19.082226
3793,801,resolved,2026-01-01T15:48:36.100612
3794,802,opened,2025-11-21T05:20:35
3795,802,assigned,2025-11-21T07:39:53.400415
3796,802,first_response,2025-11-21T14:23:45.924261
3797,802,escalated,2025-11-24T09:32:59.500897
3798,802,resolved,2025-11-30T17:12:53.650992
3799,803,opened,2025-06-12T10:04:45
3800,803,assigned,2025-06-12T10:38:21.490835
3801,803,first_response,2025-06-12T21:17:16.689200
3802,803,resolved,2025-06-19T02:13:40.136674
3803,804,opened,2026-02-10T09:44:34
3804,804,assigned,2026-02-10T13:30:19.091317
3805,804,first_response,2026-02-11T11:07:56.973384
3806,804,resolved,2026-02-14T01:23:08.860667
3807,805,opened,2025-09-29T10:27:53
3808,805,assigned,2025-09-29T12:36:23.242805
3809,805,first_response,2025-09-29T18:51:29.364837
3810,805,resolved,2025-10-02T15:39:02.591772
3811,806,opened,2025-04-07T15:30:16
3812,806,assigned,2025-04-07T19:26:39.989365
3813,806,first_response,2025-04-08T08:23:46.886268
3814,806,resolved,2025-04-19T01:18:04.839089
3815,807,opened,2026-01-24T04:16:06
3816,807,assigned,2026-01-24T06:36:01.727244
3817,807,first_response,2026-01-25T04:54:43.498639
3818,807,resolved,2026-01-30T15:27:31.894233
3819,808,opened,2026-02-21T23:03:43
3820,808,assigned,2026-02-22T00:52:10.655042
3821,808,first_response,2026-02-22T04:19:32.339505
3822,808,escalated,2026-02-23T18:09:16.114817
3823,808,resolved,2026-03-06T22:42:46.895862
3824,808,reopened,2026-03-16T05:35:28.933956
3825,809,opened,2025-10-16T17:30:03
3826,809,assigned,2025-10-16T18:03:29.363359
3827,809,first_response,2025-10-17T05:54:16.067686
3828,809,resolved,2025-10-25T06:25:47.035711
3829,810,opened,2025-10-02T17:34:10
3830,810,assigned,2025-10-02T21:12:32.689723
3831,810,first_response,2025-10-04T21:16:45.606857
3832,810,docs_requested,2025-10-04T23:16:45.606857
3833,810,docs_received,2025-10-16T06:50:07.992369
3834,810,resolved,2025-10-17T06:50:07.992369
3835,811,opened,2026-02-03T03:55:16
3836,811,assigned,2026-02-03T04:39:29.721279
3837,811,first_response,2026-02-03T19:36:16.043720
3838,811,resolved,2026-02-11T16:39:01.919394
3839,812,opened,2025-09-26T09:28:08
3840,812,assigned,2025-09-26T11:32:17.319091
3841,812,first_response,2025-09-26T13:35:25.805463
3842,812,docs_requested,2025-09-26T15:35:25.805463
3843,812,docs_received,2025-10-03T04:43:11.627180
3844,812,resolved,2025-10-04T04:43:11.627180
3845,813,opened,2025-08-26T21:47:12
3846,813,assigned,2025-08-27T00:37:07.632212
3847,813,first_response,2025-08-27T07:09:00.866844
3848,813,docs_requested,2025-08-27T09:09:00.866844
3849,813,docs_received,2025-09-02T02:24:44.019161
3850,813,resolved,2025-09-03T02:24:44.019161
3851,813,reopened,2025-09-09T19:23:36.492213
3852,814,opened,2025-10-20T18:51:53
3853,814,assigned,2025-10-20T22:01:55.570438
3854,814,first_response,2025-10-21T13:11:42.238441
3855,814,resolved,2025-10-27T18:10:47.083010
3856,815,opened,2025-09-14T03:44:28
3857,815,assigned,2025-09-14T06:09:20.905239
3858,815,first_response,2025-09-14T21:35:33.722391
3859,815,docs_requested,2025-09-14T23:35:33.722391
3860,815,docs_received,2025-09-27T18:16:33.049434
3861,815,escalated,2025-09-17T09:31:57.498293
3862,815,resolved,2025-09-28T18:16:33.049434
3863,816,opened,2026-02-20T09:47:25
3864,816,assigned,2026-02-20T10:41:24.386433
3865,816,first_response,2026-02-20T22:41:24.386433
3866,817,opened,2025-03-29T22:05:51
3867,817,assigned,2025-03-30T01:19:17.531014
3868,817,first_response,2025-03-30T13:19:17.531014
3869,818,opened,2025-04-28T13:20:41
3870,818,assigned,2025-04-28T15:47:14.177445
3871,818,first_response,2025-04-28T23:30:58.444093
3872,818,resolved,2025-05-03T19:16:18.311024
3873,819,opened,2025-03-30T17:40:48
3874,819,assigned,2025-03-30T19:13:36.465077
3875,819,first_response,2025-03-31T07:13:36.465077
3876,820,opened,2025-07-05T23:52:58
3877,820,assigned,2025-07-06T01:33:03.701758
3878,820,first_response,2025-07-06T05:11:20.648135
3879,820,resolved,2025-07-09T10:28:52.065505
3880,821,opened,2026-01-19T09:25:48
3881,821,assigned,2026-01-19T10:46:52.772034
3882,821,first_response,2026-01-19T22:46:52.772034
3883,822,opened,2025-03-09T11:38:26
3884,822,assigned,2025-03-09T15:36:43.149614
3885,822,first_response,2025-03-10T00:20:56.165435
3886,822,docs_requested,2025-03-10T02:20:56.165435
3887,822,docs_received,2025-03-22T08:17:30.257856
3888,822,escalated,2025-03-12T10:07:24.405155
3889,822,resolved,2025-03-23T08:17:30.257856
3890,823,opened,2025-05-31T22:31:18
3891,823,assigned,2025-06-01T00:10:37.785909
3892,823,first_response,2025-06-01T22:29:59.812745
3893,823,resolved,2025-06-08T22:54:12.872698
3894,824,opened,2025-07-20T02:46:34
3895,824,assigned,2025-07-20T05:25:48.482071
3896,824,first_response,2025-07-20T23:17:32.286735
3897,824,escalated,2025-07-23T03:37:42.603589
3898,824,resolved,2025-07-27T15:05:03.519402
3899,825,opened,2025-04-02T01:49:11
3900,825,assigned,2025-04-02T03:41:47.757825
3901,825,first_response,2025-04-03T00:51:13.803310
3902,825,resolved,2025-04-11T00:18:55.328208
3903,826,opened,2025-04-04T02:50:22
3904,826,assigned,2025-04-04T05:40:16.817596
3905,826,first_response,2025-04-05T00:28:44.335967
3906,826,resolved,2025-04-07T17:24:57.814968
3907,827,opened,2026-03-05T22:57:12
3908,827,assigned,2026-03-06T01:58:58.898602
3909,827,first_response,2026-03-06T16:31:38.731760
3910,827,docs_requested,2026-03-06T18:31:38.731760
3911,827,docs_received,2026-03-05T13:17:40.101057
3912,827,escalated,2026-03-09T01:32:36.274235
3913,827,resolved,2026-03-06T13:17:40.101057
3914,828,opened,2025-08-14T02:27:01
3915,828,assigned,2025-08-14T03:29:53.290056
3916,828,first_response,2025-08-14T12:24:19.338507
3917,828,resolved,2025-08-18T12:28:05.623685
3918,829,opened,2025-11-12T10:58:50
3919,829,assigned,2025-11-12T14:20:08.843037
3920,829,first_response,2025-11-13T02:20:08.843037
3921,830,opened,2025-12-16T13:00:18
3922,830,assigned,2025-12-16T16:34:09.564089
3923,830,first_response,2025-12-17T04:34:09.564089
3924,830,docs_requested,2025-12-17T06:34:09.564089
3925,831,opened,2025-11-14T03:34:47
3926,831,assigned,2025-11-14T06:34:10.201747
3927,831,first_response,2025-11-15T19:00:35.536865
3928,831,docs_requested,2025-11-15T21:00:35.536865
3929,831,docs_received,2025-11-24T09:49:09.996006
3930,831,resolved,2025-11-25T09:49:09.996006
3931,832,opened,2025-08-03T20:30:10
3932,832,assigned,2025-08-03T23:41:48.369144
3933,832,first_response,2025-08-04T12:08:27.526017
3934,832,resolved,2025-08-13T15:40:12.081577
3935,833,opened,2025-08-29T12:12:12
3936,833,assigned,2025-08-29T15:57:18.009935
3937,833,first_response,2025-08-29T22:40:33.703768
3938,833,docs_requested,2025-08-30T00:40:33.703768
3939,833,docs_received,2025-09-13T16:36:14.549366
3940,833,resolved,2025-09-14T16:36:14.549366
3941,834,opened,2026-02-09T00:58:58
3942,834,assigned,2026-02-09T02:24:41.610511
3943,834,first_response,2026-02-09T09:32:30.047121
3944,834,docs_requested,2026-02-09T11:32:30.047121
3945,834,docs_received,2026-02-21T00:33:01.301256
3946,834,resolved,2026-02-22T00:33:01.301256
3947,835,opened,2026-02-27T11:39:59
3948,835,assigned,2026-02-27T12:13:24.926886
3949,835,first_response,2026-02-28T00:13:24.926886
3950,835,docs_requested,2026-02-28T02:13:24.926886
3951,835,escalated,2026-03-02T04:43:07.141334
3952,836,opened,2025-11-28T11:02:33
3953,836,assigned,2025-11-28T13:50:19.891905
3954,836,first_response,2025-11-28T23:25:25.474673
3955,836,resolved,2025-12-12T14:19:02.459972
3956,837,opened,2025-04-28T23:05:21
3957,837,assigned,2025-04-29T00:09:20.454536
3958,837,first_response,2025-04-30T15:20:44.563647
3959,837,resolved,2025-05-06T05:12:07.167565
3960,837,reopened,2025-05-09T11:29:57.335407
3961,838,opened,2026-02-05T09:59:11
3962,838,assigned,2026-02-05T13:28:19.181607
3963,838,first_response,2026-02-07T01:30:04.731647
3964,838,resolved,2026-02-13T12:32:27.252034
3965,839,opened,2025-10-02T23:08:47
3966,839,assigned,2025-10-03T00:04:25.428635
3967,839,first_response,2025-10-03T15:32:42.008250
3968,839,resolved,2025-10-08T00:44:31.077295
3969,840,opened,2025-08-07T23:06:23
3970,840,assigned,2025-08-08T00:07:00.243027
3971,840,first_response,2025-08-08T11:12:45.024130
3972,840,docs_requested,2025-08-08T13:12:45.024130
3973,840,docs_received,2025-08-11T21:14:52.307786
3974,840,resolved,2025-08-12T21:14:52.307786
3975,841,opened,2025-09-29T16:42:15
3976,841,assigned,2025-09-29T17:56:50.735761
3977,841,first_response,2025-09-30T08:07:59.757154
3978,841,docs_requested,2025-09-30T10:07:59.757154
3979,841,docs_received,2025-10-06T08:18:50.013458
3980,841,resolved,2025-10-07T08:18:50.013458
3981,842,opened,2025-03-09T15:54:28
3982,842,assigned,2025-03-09T17:06:16.824779
3983,842,first_response,2025-03-10T01:38:56.905482
3984,842,resolved,2025-03-16T00:02:21.742517
3985,843,opened,2025-12-26T23:38:14
3986,843,assigned,2025-12-27T00:36:23.403200
3987,843,first_response,2025-12-27T16:06:36.050365
3988,843,docs_requested,2025-12-27T18:06:36.050365
3989,843,docs_received,2026-01-07T15:50:33.836351
3990,843,escalated,2025-12-29T02:24:55.341299
3991,843,resolved,2026-01-08T15:50:33.836351
3992,844,opened,2025-11-24T21:00:29
3993,844,assigned,2025-11-24T22:36:00.933032
3994,844,first_response,2025-11-25T16:35:19.200389
3995,844,resolved,2025-12-01T19:28:37.140301
3996,845,opened,2025-12-12T13:58:33
3997,845,assigned,2025-12-12T15:39:56.259057
